iter	RMSE
526	40.9368043
527	40.92459283
528	40.91867372
529	40.89008943
530	40.88402857
531	40.87083543
532	40.85444713
533	40.84524384
534	40.82713668
535	40.82148217
536	40.8143258
537	40.80990159
538	40.78220821
539	40.76668437
540	40.7539376
541	40.74123533
542	40.72526207
543	40.69590501
544	40.67230235
545	40.65692322
546	40.64810643
547	40.61415719
548	40.60902511
549	40.59010361
550	40.58433307
551	40.54667091
552	40.54077072
553	40.51824256
554	40.49749986
555	40.47283552
556	40.46109853
557	40.45508851
558	40.42824331
559	40.40677114
560	40.38895956
561	40.36239397
562	40.34721714
563	40.31256485
564	40.30209237
565	40.28935311
566	40.27176725
567	40.26367349
568	40.24167823
569	40.22956328
570	40.21898092
571	40.20415073
572	40.19204278
573	40.16654415
574	40.14470569
575	40.13322826
576	40.12050201
577	40.09156328
578	40.07207346
579	40.06144271
580	40.05123269
581	40.04314754
582	40.03548252
583	40.02232657
584	40.00120158
585	39.98295028
586	39.97196923
587	39.95989181
588	39.94026522
589	39.93013052
590	39.91875707
591	39.89982046
592	39.8901756
593	39.87995449
594	39.8614283
595	39.85637446
596	39.84521933
597	39.82096548
598	39.78539403
599	39.75678231
600	39.74197579
601	39.73465946
602	39.72180693
603	39.69464101
604	39.67991339
605	39.66718809
606	39.65596082
607	39.63795562
608	39.62699371
609	39.60879207
610	39.5861338
611	39.5745095
612	39.55963631
613	39.54524351
614	39.53502504
615	39.50457098
616	39.47895009
617	39.46802471
618	39.45039024
619	39.42995993
620	39.40904631
621	39.39820892
622	39.38335591
623	39.37172084
624	39.34879125
625	39.34092213
626	39.31733034
627	39.29168209
628	39.27950958
629	39.25412834
630	39.23911621
631	39.20682651
632	39.1913529
633	39.16003546
634	39.1423674
635	39.12999416
636	39.11478442
637	39.10879639
638	39.0891443
639	39.07127163
640	39.06424714
641	39.04993479
642	39.03583482
643	39.01654793
644	39.00712253
645	38.98900761
646	38.97511651
647	38.94649976
648	38.92699775
649	38.90564022
650	38.88952838
651	38.87073395
652	38.86288052
653	38.84697664
654	38.82898102
655	38.79040786
656	38.77832507
657	38.76165603
658	38.74405869
659	38.72594326
660	38.71062434
661	38.69315386
662	38.68087825
663	38.67520159
664	38.6458142
665	38.63126498
666	38.61599467
667	38.60095257
668	38.58323272
669	38.56078713
670	38.5442017
671	38.5265522
672	38.52170498
673	38.51294753
674	38.50591152
675	38.49338668
676	38.48279113
677	38.45671618
678	38.42968877
679	38.40432697
680	38.38893955
681	38.36110704
682	38.34047998
683	38.3324036
684	38.30985
685	38.30441993
686	38.29124544
687	38.2733198
688	38.25158966
689	38.21847462
690	38.19525365
691	38.18401155
692	38.18050362
693	38.16250123
694	38.14213154
695	38.12508884
696	38.11741454
697	38.106611
698	38.09433963
699	38.08684532
700	38.07226659
701	38.05499268
702	38.03863644
703	38.02039836
704	38.0024683
705	37.99248933
706	37.97630313
707	37.96930333
708	37.95922467
709	37.93465388
710	37.90688385
711	37.88692911
712	37.87578045
713	37.8654721
714	37.86166957
715	37.85696164
716	37.83895846
717	37.82858784
718	37.81926295
719	37.81134938
720	37.80300211
721	37.7917305
722	37.77918838
723	37.76400272
724	37.7415967
725	37.7316043
726	37.71026485
727	37.68884254
728	37.68411663
729	37.66797441
730	37.65847622
731	37.6374834
732	37.62493939
733	37.60484939
734	37.5972182
735	37.58959064
736	37.57999311
737	37.56294926
738	37.54858171
739	37.54116766
740	37.53158237
741	37.52714388
742	37.51189909
743	37.49800232
744	37.4793254
745	37.47363889
746	37.46070582
747	37.4475719
748	37.43418342
749	37.41555473
750	37.40507018
751	37.39940869
752	37.39206161
753	37.38684884
754	37.36849632
755	37.35000564
756	37.33176128
757	37.32178258
758	37.30191836
759	37.28264368
760	37.25763337
761	37.25337747
762	37.24913862
763	37.23459047
764	37.22785056
765	37.21981286
766	37.20852774
767	37.19892088
768	37.1869123
769	37.17428019
770	37.15702683
771	37.13248956
772	37.11467163
773	37.10023972
774	37.09038418
775	37.07790908
776	37.06862674
777	37.04041335
778	37.01416368
779	37.00816084
780	36.98315683
781	36.97040076
782	36.95641634
783	36.93025832
784	36.92197034
785	36.90640338
786	36.89379564
787	36.87935588
788	36.87106737
789	36.85620918
790	36.8271918
791	36.81412444
792	36.79143755
793	36.78368842
794	36.77012512
795	36.74669128
796	36.71380325
797	36.71108782
798	36.70337639
799	36.69910605
800	36.6930329
801	36.68305756
802	36.65540815
803	36.64710281
804	36.63445689
805	36.61703478
806	36.60824188
807	36.58635492
808	36.56789711
809	36.56188157
810	36.55844593
811	36.54175576
812	36.51869714
813	36.5019029
814	36.49678837
815	36.49277326
816	36.4793409
817	36.46068126
818	36.45122153
819	36.42578892
820	36.40847455
821	36.39182095
822	36.38591392
823	36.37750712
824	36.37202864
825	36.35768483
826	36.34796709
827	36.33089765
828	36.30673619
829	36.28708721
830	36.28357908
831	36.2755337
832	36.27057624
833	36.26459344
834	36.23409234
835	36.215057
836	36.20327449
837	36.19460382
838	36.16837342
839	36.15748039
840	36.15214449
841	36.13131623
842	36.1128603
843	36.10155938
844	36.09631741
845	36.0818238
846	36.06960407
847	36.04046417
848	36.0308739
849	36.02810219
850	36.01833813
851	36.01014076
852	35.98715648
853	35.97158733
854	35.95944915
855	35.94725627
856	35.9408428
857	35.92870068
858	35.90635528
859	35.88536688
860	35.87114028
861	35.8557234
862	35.8525653
863	35.84171248
864	35.81841336
865	35.79707798
866	35.77860329
867	35.76375029
868	35.75548875
869	35.74551108
870	35.73806454
871	35.70881368
872	35.69724546
873	35.68064644
874	35.66226393
875	35.65286583
876	35.64011013
877	35.63573665
878	35.62817806
879	35.61253521
880	35.59719267
881	35.58363101
882	35.57149724
883	35.55810647
884	35.55505588
885	35.54023844
886	35.53536959
887	35.51989103
888	35.51470621
889	35.49413492
890	35.48233932
891	35.47762311
892	35.47260263
893	35.4656784
894	35.4596894
895	35.45180302
896	35.44309222
897	35.42912198
898	35.4088636
899	35.39939995
900	35.39012824
901	35.37963382
902	35.36423252
903	35.35198912
904	35.34506016
905	35.32917433
906	35.31039191
907	35.2940971
908	35.27739305
909	35.26903319
910	35.25232473
911	35.23918045
912	35.2274731
913	35.22194511
914	35.21415573
915	35.19889806
916	35.19181023
917	35.18650719
918	35.1751453
919	35.15718687
920	35.13648362
921	35.12689836
922	35.1122664
923	35.10758784
924	35.10009106
925	35.09495914
926	35.07709387
927	35.05791711
928	35.0431263
929	35.03637132
930	35.02305641
931	35.00595572
932	34.99769283
933	34.99421781
934	34.99032357
935	34.98132769
936	34.97035582
937	34.95803963
938	34.95163413
939	34.94757046
940	34.93327598
941	34.91235864
942	34.90715485
943	34.89634382
944	34.88784041
945	34.87660549
946	34.87275753
947	34.86193949
948	34.8473253
949	34.84189016
950	34.83596348
951	34.82571372
952	34.80834204
953	34.80188308
954	34.79427713
955	34.77587191
956	34.75723447
957	34.74549706
958	34.73666042
959	34.71952191
960	34.70720622
961	34.68759057
962	34.67982217
963	34.66346661
964	34.65298986
965	34.62663401
966	34.61090164
967	34.60829919
968	34.59637743
969	34.57736848
970	34.56284053
971	34.55434133
972	34.54451158
973	34.5330963
974	34.52817979
975	34.51481745
976	34.50054554
977	34.48710882
978	34.47441432
979	34.46597667
980	34.45588431
981	34.45155004
982	34.44296549
983	34.42789958
984	34.41885692
985	34.41161728
986	34.39829335
987	34.37488359
988	34.36208718
989	34.34976849
990	34.33807634
991	34.32656288
992	34.3148872
993	34.29284492
994	34.28748592
995	34.27032838
996	34.25033999
997	34.24414821
998	34.22608692
999	34.22022843
